question,intent
show me: is my allocation concentrated,DIVERSIFICATION_QUESTION
show me: is one sector dominating,DIVERSIFICATION_QUESTION
show me: is this portfolio high risk,PORTFOLIO_RISK_SUMMARY
show me: justify including RELIANCE,EXPLAIN_STOCK_INCLUSION
show me: justify leaving out RELIANCE,EXPLAIN_STOCK_EXCLUSION
show me: play some music,UNKNOWN
show me: reason for excluding LTIM,EXPLAIN_STOCK_EXCLUSION
show me: reason for holding LTIM,EXPLAIN_STOCK_INCLUSION
show me: reoptimize after a 15% decline,HYPOTHETICAL_SHOCK
show me: run a drops scenario,HYPOTHETICAL_SHOCK
show me: run an inflation shock,HYPOTHETICAL_SHOCK
show me: set an alarm,UNKNOWN
show me: show a real market shock result,HYPOTHETICAL_SHOCK
show me: show movie times,UNKNOWN
show me: show my sharpe and volatility,PORTFOLIO_RISK_SUMMARY
show me: show stock and sector concentration,DIVERSIFICATION_QUESTION
show me: simulate a 10% market drops,HYPOTHETICAL_SHOCK
show me: simulate an interest rate increase,HYPOTHETICAL_SHOCK
show me: stress test a market falls,HYPOTHETICAL_SHOCK
show me: stress the Energy sector,HYPOTHETICAL_SHOCK
show me: summarize my portfolio risk,PORTFOLIO_RISK_SUMMARY
show me: summarize the optimization decision,ALLOCATION_RATIONALE
show me: summarize why this portfolio was chosen,ALLOCATION_RATIONALE
show me: tell me a joke,UNKNOWN
show me: tell me about sector diversification,DIVERSIFICATION_QUESTION
show me: tell me the risk metrics,PORTFOLIO_RISK_SUMMARY
show me: tell me why INDUSINDBK is excluded,EXPLAIN_STOCK_EXCLUSION
show me: tell me why INDUSINDBK is included,EXPLAIN_STOCK_INCLUSION
show me: translate this sentence,UNKNOWN
show me: what determined the allocation,ALLOCATION_RATIONALE
show me: what does analytics say about risk,PORTFOLIO_RISK_SUMMARY
show me: what does the diversification metric mean,DIVERSIFICATION_QUESTION
show me: what drove these weights,ALLOCATION_RATIONALE
show me: what happens during a crash,HYPOTHETICAL_SHOCK
show me: what if inflation rises 20%,HYPOTHETICAL_SHOCK
show me: what if interest rates rise 10%,HYPOTHETICAL_SHOCK
show me: what if the IT sector crashes,HYPOTHETICAL_SHOCK
show me: what if the market declines,HYPOTHETICAL_SHOCK
show me: what is my portfolio diversity,DIVERSIFICATION_QUESTION
show me: what is my volatility,PORTFOLIO_RISK_SUMMARY
show me: what is quantum physics,UNKNOWN
show me: what is the capital of france,UNKNOWN
show me: what is the concentration level,DIVERSIFICATION_QUESTION
show me: what is the exclusion rationale for HDFCBANK,EXPLAIN_STOCK_EXCLUSION
show me: what is the inclusion rationale for HDFCBANK,EXPLAIN_STOCK_INCLUSION
show me: what is the logic behind the allocation,ALLOCATION_RATIONALE
show me: what is the maximum drawdown,PORTFOLIO_RISK_SUMMARY
show me: what is the realized risk,PORTFOLIO_RISK_SUMMARY
show me: what is the weather today,UNKNOWN
show me: what is your favorite color,UNKNOWN
show me: what kept SUNPHARMA out,EXPLAIN_STOCK_EXCLUSION
show me: what losses did the backtest show,PORTFOLIO_RISK_SUMMARY
show me: what made SUNPHARMA get selected,EXPLAIN_STOCK_INCLUSION
show me: what prevented a MARUTI position,EXPLAIN_STOCK_EXCLUSION
show me: what supports the MARUTI position,EXPLAIN_STOCK_INCLUSION
show me: who won the football match,UNKNOWN
show me: why are the weights like this,ALLOCATION_RATIONALE
show me: why did I get these holdings,ALLOCATION_RATIONALE
show me: why did the optimizer choose TATASTEEL,EXPLAIN_STOCK_INCLUSION
show me: why did the optimizer reject TATASTEEL,EXPLAIN_STOCK_EXCLUSION
show me: why did you exclude HINDALCO,EXPLAIN_STOCK_EXCLUSION
show me: why did you include HINDALCO,EXPLAIN_STOCK_INCLUSION
show me: why does my allocation contain ASIANPAINT,EXPLAIN_STOCK_INCLUSION
show me: why does my allocation omit ASIANPAINT,EXPLAIN_STOCK_EXCLUSION
show me: why is BPCL in my portfolio,EXPLAIN_STOCK_INCLUSION
show me: why is BPCL not in my portfolio,EXPLAIN_STOCK_EXCLUSION
show me: why is INFY missing from my holdings,EXPLAIN_STOCK_EXCLUSION
show me: why is INFY one of my holdings,EXPLAIN_STOCK_INCLUSION
show me: why is money allocated to TCS,EXPLAIN_STOCK_INCLUSION
show me: why is no money allocated to TCS,EXPLAIN_STOCK_EXCLUSION
show me: why is the portfolio allocated this way,ALLOCATION_RATIONALE
show me: why this combination of stocks,ALLOCATION_RATIONALE
show me: why was NTPC bought,EXPLAIN_STOCK_INCLUSION
show me: why was NTPC not selected,EXPLAIN_STOCK_EXCLUSION
show me: write an email for me,UNKNOWN
show movie times,UNKNOWN
show my sharpe and volatility,PORTFOLIO_RISK_SUMMARY
show stock and sector concentration,DIVERSIFICATION_QUESTION
simulate a 10% market falls,HYPOTHETICAL_SHOCK
simulate an interest rate increase,HYPOTHETICAL_SHOCK
stress test a market drops,HYPOTHETICAL_SHOCK
stress the Energy sector,HYPOTHETICAL_SHOCK
summarize my portfolio risk,PORTFOLIO_RISK_SUMMARY
summarize the optimization decision,ALLOCATION_RATIONALE
summarize why this portfolio was chosen,ALLOCATION_RATIONALE
tell me a joke,UNKNOWN
tell me about sector diversification,DIVERSIFICATION_QUESTION
tell me the risk metrics,PORTFOLIO_RISK_SUMMARY
tell me why M&M is excluded,EXPLAIN_STOCK_EXCLUSION
tell me why M&M is included,EXPLAIN_STOCK_INCLUSION
tell me: am I well diversified,DIVERSIFICATION_QUESTION
tell me: book a restaurant,UNKNOWN
tell me: describe diversification,DIVERSIFICATION_QUESTION
tell me: describe the portfolio construction,ALLOCATION_RATIONALE
tell me: describe the portfolio risk level,PORTFOLIO_RISK_SUMMARY
tell me: do I hold enough different assets,DIVERSIFICATION_QUESTION
tell me: explain my diversification score,DIVERSIFICATION_QUESTION
tell me: explain my risk numbers,PORTFOLIO_RISK_SUMMARY
tell me: explain the overall allocation,ALLOCATION_RATIONALE
tell me: explain the overall investment mix,ALLOCATION_RATIONALE
tell me: explain the rejection of SUNPHARMA,EXPLAIN_STOCK_EXCLUSION
tell me: explain the selected mix,ALLOCATION_RATIONALE
tell me: explain the selection of SUNPHARMA,EXPLAIN_STOCK_INCLUSION
tell me: explain why we do not own BHARTIARTL,EXPLAIN_STOCK_EXCLUSION
tell me: explain why we own BHARTIARTL,EXPLAIN_STOCK_INCLUSION
tell me: give me a risk summary,PORTFOLIO_RISK_SUMMARY
tell me: give me the concentration breakdown,DIVERSIFICATION_QUESTION
tell me: give me the portfolio rationale,ALLOCATION_RATIONALE
tell me: give me world news,UNKNOWN
tell me: help me buy a phone,UNKNOWN
tell me: how balanced is the portfolio,DIVERSIFICATION_QUESTION
tell me: how did the optimizer allocate my money,ALLOCATION_RATIONALE
tell me: how diversified is my portfolio,DIVERSIFICATION_QUESTION
tell me: how do I bake bread,UNKNOWN
tell me: how does the portfolio change in a crash,HYPOTHETICAL_SHOCK
tell me: how much risk am I taking,PORTFOLIO_RISK_SUMMARY
tell me: how risky is my portfolio,PORTFOLIO_RISK_SUMMARY
tell me: how spread out are my investments,DIVERSIFICATION_QUESTION
tell me: how volatile are these holdings,PORTFOLIO_RISK_SUMMARY
tell me: how would a 20% crash affect me,HYPOTHETICAL_SHOCK
tell me: is my allocation concentrated,DIVERSIFICATION_QUESTION
tell me: is one sector dominating,DIVERSIFICATION_QUESTION
tell me: is this portfolio high risk,PORTFOLIO_RISK_SUMMARY
tell me: justify including TCS,EXPLAIN_STOCK_INCLUSION
tell me: justify leaving out TCS,EXPLAIN_STOCK_EXCLUSION
tell me: play some music,UNKNOWN
tell me: reason for excluding ASIANPAINT,EXPLAIN_STOCK_EXCLUSION
tell me: reason for holding ASIANPAINT,EXPLAIN_STOCK_INCLUSION
tell me: reoptimize after a 20% decline,HYPOTHETICAL_SHOCK
tell me: run a crashes scenario,HYPOTHETICAL_SHOCK
tell me: run an inflation shock,HYPOTHETICAL_SHOCK
tell me: set an alarm,UNKNOWN
tell me: show a real market shock result,HYPOTHETICAL_SHOCK
tell me: show movie times,UNKNOWN
tell me: show my sharpe and volatility,PORTFOLIO_RISK_SUMMARY
tell me: show stock and sector concentration,DIVERSIFICATION_QUESTION
tell me: simulate a 15% market crashes,HYPOTHETICAL_SHOCK
tell me: simulate an interest rate increase,HYPOTHETICAL_SHOCK
tell me: stress test a market declines,HYPOTHETICAL_SHOCK
tell me: stress the Financial Services sector,HYPOTHETICAL_SHOCK
tell me: summarize my portfolio risk,PORTFOLIO_RISK_SUMMARY
tell me: summarize the optimization decision,ALLOCATION_RATIONALE
tell me: summarize why this portfolio was chosen,ALLOCATION_RATIONALE
tell me: tell me a joke,UNKNOWN
tell me: tell me about sector diversification,DIVERSIFICATION_QUESTION
tell me: tell me the risk metrics,PORTFOLIO_RISK_SUMMARY
tell me: tell me why MARUTI is excluded,EXPLAIN_STOCK_EXCLUSION
tell me: tell me why MARUTI is included,EXPLAIN_STOCK_INCLUSION
tell me: translate this sentence,UNKNOWN
tell me: what determined the allocation,ALLOCATION_RATIONALE
tell me: what does analytics say about risk,PORTFOLIO_RISK_SUMMARY
tell me: what does the diversification metric mean,DIVERSIFICATION_QUESTION
tell me: what drove these weights,ALLOCATION_RATIONALE
tell me: what happens during a crash,HYPOTHETICAL_SHOCK
tell me: what if inflation rises 25%,HYPOTHETICAL_SHOCK
tell me: what if interest rates rise 15%,HYPOTHETICAL_SHOCK
tell me: what if the Energy sector crashes,HYPOTHETICAL_SHOCK
tell me: what if the market drops,HYPOTHETICAL_SHOCK
tell me: what is my portfolio diversity,DIVERSIFICATION_QUESTION
tell me: what is my volatility,PORTFOLIO_RISK_SUMMARY
tell me: what is quantum physics,UNKNOWN
tell me: what is the capital of france,UNKNOWN
tell me: what is the concentration level,DIVERSIFICATION_QUESTION
tell me: what is the exclusion rationale for INFY,EXPLAIN_STOCK_EXCLUSION
tell me: what is the inclusion rationale for INFY,EXPLAIN_STOCK_INCLUSION
tell me: what is the logic behind the allocation,ALLOCATION_RATIONALE
tell me: what is the maximum drawdown,PORTFOLIO_RISK_SUMMARY
tell me: what is the realized risk,PORTFOLIO_RISK_SUMMARY
tell me: what is the weather today,UNKNOWN
tell me: what is your favorite color,UNKNOWN
tell me: what kept NTPC out,EXPLAIN_STOCK_EXCLUSION
tell me: what losses did the backtest show,PORTFOLIO_RISK_SUMMARY
tell me: what made NTPC get selected,EXPLAIN_STOCK_INCLUSION
tell me: what prevented a TATASTEEL position,EXPLAIN_STOCK_EXCLUSION
tell me: what supports the TATASTEEL position,EXPLAIN_STOCK_INCLUSION
tell me: who won the football match,UNKNOWN
tell me: why are the weights like this,ALLOCATION_RATIONALE
tell me: why did I get these holdings,ALLOCATION_RATIONALE
tell me: why did the optimizer choose RELIANCE,EXPLAIN_STOCK_INCLUSION
tell me: why did the optimizer reject RELIANCE,EXPLAIN_STOCK_EXCLUSION
tell me: why did you exclude EICHERMOT,EXPLAIN_STOCK_EXCLUSION
tell me: why did you include EICHERMOT,EXPLAIN_STOCK_INCLUSION
tell me: why does my allocation contain INDUSINDBK,EXPLAIN_STOCK_INCLUSION
tell me: why does my allocation omit INDUSINDBK,EXPLAIN_STOCK_EXCLUSION
tell me: why is HINDALCO in my portfolio,EXPLAIN_STOCK_INCLUSION
tell me: why is HINDALCO not in my portfolio,EXPLAIN_STOCK_EXCLUSION
tell me: why is ITC missing from my holdings,EXPLAIN_STOCK_EXCLUSION
tell me: why is ITC one of my holdings,EXPLAIN_STOCK_INCLUSION
tell me: why is money allocated to HDFCBANK,EXPLAIN_STOCK_INCLUSION
tell me: why is no money allocated to HDFCBANK,EXPLAIN_STOCK_EXCLUSION
tell me: why is the portfolio allocated this way,ALLOCATION_RATIONALE
tell me: why this combination of stocks,ALLOCATION_RATIONALE
tell me: why was LTIM bought,EXPLAIN_STOCK_INCLUSION
tell me: why was LTIM not selected,EXPLAIN_STOCK_EXCLUSION
tell me: write an email for me,UNKNOWN
translate this sentence,UNKNOWN
"using my data, am I well diversified",DIVERSIFICATION_QUESTION
"using my data, book a restaurant",UNKNOWN
"using my data, describe diversification",DIVERSIFICATION_QUESTION
"using my data, describe the portfolio construction",ALLOCATION_RATIONALE
"using my data, describe the portfolio risk level",PORTFOLIO_RISK_SUMMARY
"using my data, do I hold enough different assets",DIVERSIFICATION_QUESTION
"using my data, explain my diversification score",DIVERSIFICATION_QUESTION
"using my data, explain my risk numbers",PORTFOLIO_RISK_SUMMARY
"using my data, explain the overall allocation",ALLOCATION_RATIONALE
"using my data, explain the overall investment mix",ALLOCATION_RATIONALE
"using my data, explain the rejection of AXISBANK",EXPLAIN_STOCK_EXCLUSION
"using my data, explain the selected mix",ALLOCATION_RATIONALE
"using my data, explain the selection of AXISBANK",EXPLAIN_STOCK_INCLUSION
"using my data, explain why we do not own TCS",EXPLAIN_STOCK_EXCLUSION
"using my data, explain why we own TCS",EXPLAIN_STOCK_INCLUSION
"using my data, give me a risk summary",PORTFOLIO_RISK_SUMMARY
"using my data, give me the concentration breakdown",DIVERSIFICATION_QUESTION
"using my data, give me the portfolio rationale",ALLOCATION_RATIONALE
"using my data, give me world news",UNKNOWN
"using my data, help me buy a phone",UNKNOWN
"using my data, how balanced is the portfolio",DIVERSIFICATION_QUESTION
"using my data, how did the optimizer allocate my money",ALLOCATION_RATIONALE
"using my data, how diversified is my portfolio",DIVERSIFICATION_QUESTION
"using my data, how do I bake bread",UNKNOWN
"using my data, how does the portfolio change in a crash",HYPOTHETICAL_SHOCK
"using my data, how much risk am I taking",PORTFOLIO_RISK_SUMMARY
"using my data, how risky is my portfolio",PORTFOLIO_RISK_SUMMARY
"using my data, how spread out are my investments",DIVERSIFICATION_QUESTION
"using my data, how volatile are these holdings",PORTFOLIO_RISK_SUMMARY
"using my data, how would a 25% crash affect me",HYPOTHETICAL_SHOCK
"using my data, is my allocation concentrated",DIVERSIFICATION_QUESTION
"using my data, is one sector dominating",DIVERSIFICATION_QUESTION
"using my data, is this portfolio high risk",PORTFOLIO_RISK_SUMMARY
"using my data, justify including INDUSINDBK",EXPLAIN_STOCK_INCLUSION
"using my data, justify leaving out INDUSINDBK",EXPLAIN_STOCK_EXCLUSION
"using my data, play some music",UNKNOWN
"using my data, reason for excluding EICHERMOT",EXPLAIN_STOCK_EXCLUSION
"using my data, reason for holding EICHERMOT",EXPLAIN_STOCK_INCLUSION
"using my data, reoptimize after a 25% decline",HYPOTHETICAL_SHOCK
"using my data, run a crashes scenario",HYPOTHETICAL_SHOCK
"using my data, run an inflation shock",HYPOTHETICAL_SHOCK
"using my data, set an alarm",UNKNOWN
"using my data, show a real market shock result",HYPOTHETICAL_SHOCK
"using my data, show movie times",UNKNOWN
"using my data, show my sharpe and volatility",PORTFOLIO_RISK_SUMMARY
"using my data, show stock and sector concentration",DIVERSIFICATION_QUESTION
"using my data, simulate a 20% market crashes",HYPOTHETICAL_SHOCK
"using my data, simulate an interest rate increase",HYPOTHETICAL_SHOCK
"using my data, stress test a market declines",HYPOTHETICAL_SHOCK
"using my data, stress the Automobile sector",HYPOTHETICAL_SHOCK
"using my data, summarize my portfolio risk",PORTFOLIO_RISK_SUMMARY
"using my data, summarize the optimization decision",ALLOCATION_RATIONALE
"using my data, summarize why this portfolio was chosen",ALLOCATION_RATIONALE
"using my data, tell me a joke",UNKNOWN
"using my data, tell me about sector diversification",DIVERSIFICATION_QUESTION
"using my data, tell me the risk metrics",PORTFOLIO_RISK_SUMMARY
"using my data, tell me why NTPC is excluded",EXPLAIN_STOCK_EXCLUSION
"using my data, tell me why NTPC is included",EXPLAIN_STOCK_INCLUSION
"using my data, translate this sentence",UNKNOWN
"using my data, what determined the allocation",ALLOCATION_RATIONALE
"using my data, what does analytics say about risk",PORTFOLIO_RISK_SUMMARY
"using my data, what does the diversification metric mean",DIVERSIFICATION_QUESTION
"using my data, what drove these weights",ALLOCATION_RATIONALE
"using my data, what happens during a crash",HYPOTHETICAL_SHOCK
"using my data, what if inflation rises 5%",HYPOTHETICAL_SHOCK
"using my data, what if interest rates rise 20%",HYPOTHETICAL_SHOCK
"using my data, what if the Financial Services sector crashes",HYPOTHETICAL_SHOCK
"using my data, what if the market drops",HYPOTHETICAL_SHOCK
"using my data, what is my portfolio diversity",DIVERSIFICATION_QUESTION
"using my data, what is my volatility",PORTFOLIO_RISK_SUMMARY
"using my data, what is quantum physics",UNKNOWN
"using my data, what is the capital of france",UNKNOWN
"using my data, what is the concentration level",DIVERSIFICATION_QUESTION
"using my data, what is the exclusion rationale for TATASTEEL",EXPLAIN_STOCK_EXCLUSION
"using my data, what is the inclusion rationale for TATASTEEL",EXPLAIN_STOCK_INCLUSION
"using my data, what is the logic behind the allocation",ALLOCATION_RATIONALE
"using my data, what is the maximum drawdown",PORTFOLIO_RISK_SUMMARY
"using my data, what is the realized risk",PORTFOLIO_RISK_SUMMARY
"using my data, what is the weather today",UNKNOWN
"using my data, what is your favorite color",UNKNOWN
"using my data, what kept BPCL out",EXPLAIN_STOCK_EXCLUSION
"using my data, what losses did the backtest show",PORTFOLIO_RISK_SUMMARY
"using my data, what made BPCL get selected",EXPLAIN_STOCK_INCLUSION
"using my data, what prevented a LTIM position",EXPLAIN_STOCK_EXCLUSION
"using my data, what supports the LTIM position",EXPLAIN_STOCK_INCLUSION
"using my data, who won the football match",UNKNOWN
"using my data, why are the weights like this",ALLOCATION_RATIONALE
"using my data, why did I get these holdings",ALLOCATION_RATIONALE
"using my data, why did the optimizer choose ASIANPAINT",EXPLAIN_STOCK_INCLUSION
"using my data, why did the optimizer reject ASIANPAINT",EXPLAIN_STOCK_EXCLUSION
"using my data, why did you exclude WIPRO",EXPLAIN_STOCK_EXCLUSION
"using my data, why did you include WIPRO",EXPLAIN_STOCK_INCLUSION
"using my data, why does my allocation contain SUNPHARMA",EXPLAIN_STOCK_INCLUSION
"using my data, why does my allocation omit SUNPHARMA",EXPLAIN_STOCK_EXCLUSION
"using my data, why is M&M in my portfolio",EXPLAIN_STOCK_INCLUSION
"using my data, why is M&M not in my portfolio",EXPLAIN_STOCK_EXCLUSION
"using my data, why is RELIANCE missing from my holdings",EXPLAIN_STOCK_EXCLUSION
"using my data, why is RELIANCE one of my holdings",EXPLAIN_STOCK_INCLUSION
"using my data, why is money allocated to MARUTI",EXPLAIN_STOCK_INCLUSION
"using my data, why is no money allocated to MARUTI",EXPLAIN_STOCK_EXCLUSION
"using my data, why is the portfolio allocated this way",ALLOCATION_RATIONALE
"using my data, why this combination of stocks",ALLOCATION_RATIONALE
"using my data, why was HINDALCO bought",EXPLAIN_STOCK_INCLUSION
"using my data, why was HINDALCO not selected",EXPLAIN_STOCK_EXCLUSION
"using my data, write an email for me",UNKNOWN
what determined the allocation,ALLOCATION_RATIONALE
what does analytics say about risk,PORTFOLIO_RISK_SUMMARY
what does the diversification metric mean,DIVERSIFICATION_QUESTION
what drove these weights,ALLOCATION_RATIONALE
what happens during a crash,HYPOTHETICAL_SHOCK
what if inflation rises 20%,HYPOTHETICAL_SHOCK
what if interest rates rise 10%,HYPOTHETICAL_SHOCK
what if the IT sector crashes,HYPOTHETICAL_SHOCK
what if the market crashes,HYPOTHETICAL_SHOCK
what is my portfolio diversity,DIVERSIFICATION_QUESTION
what is my volatility,PORTFOLIO_RISK_SUMMARY
what is quantum physics,UNKNOWN
what is the capital of france,UNKNOWN
what is the concentration level,DIVERSIFICATION_QUESTION
what is the exclusion rationale for EICHERMOT,EXPLAIN_STOCK_EXCLUSION
what is the inclusion rationale for EICHERMOT,EXPLAIN_STOCK_INCLUSION
what is the logic behind the allocation,ALLOCATION_RATIONALE
what is the maximum drawdown,PORTFOLIO_RISK_SUMMARY
what is the realized risk,PORTFOLIO_RISK_SUMMARY
what is the weather today,UNKNOWN
what is your favorite color,UNKNOWN
what kept INFY out,EXPLAIN_STOCK_EXCLUSION
what losses did the backtest show,PORTFOLIO_RISK_SUMMARY
what made INFY get selected,EXPLAIN_STOCK_INCLUSION
what prevented a WIPRO position,EXPLAIN_STOCK_EXCLUSION
what supports the WIPRO position,EXPLAIN_STOCK_INCLUSION
who won the football match,UNKNOWN
why are the weights like this,ALLOCATION_RATIONALE
why did I get these holdings,ALLOCATION_RATIONALE
why did the optimizer choose AXISBANK,EXPLAIN_STOCK_INCLUSION
why did the optimizer reject AXISBANK,EXPLAIN_STOCK_EXCLUSION
why did you exclude TCS,EXPLAIN_STOCK_EXCLUSION
why did you include TCS,EXPLAIN_STOCK_INCLUSION
why does my allocation contain DIVISLAB,EXPLAIN_STOCK_INCLUSION
why does my allocation omit DIVISLAB,EXPLAIN_STOCK_EXCLUSION
why is RELIANCE in my portfolio,EXPLAIN_STOCK_INCLUSION
why is RELIANCE not in my portfolio,EXPLAIN_STOCK_EXCLUSION
why is SUNPHARMA missing from my holdings,EXPLAIN_STOCK_EXCLUSION
why is SUNPHARMA one of my holdings,EXPLAIN_STOCK_INCLUSION
why is money allocated to HINDALCO,EXPLAIN_STOCK_INCLUSION
why is no money allocated to HINDALCO,EXPLAIN_STOCK_EXCLUSION
why is the portfolio allocated this way,ALLOCATION_RATIONALE
why this combination of stocks,ALLOCATION_RATIONALE
why was ITC bought,EXPLAIN_STOCK_INCLUSION
why was ITC not selected,EXPLAIN_STOCK_EXCLUSION
write an email for me,UNKNOWN
